begdate,enddate,pressconf,scheduled,document,url
3/18/1974,3/19/1974,0,1,Record of Policy Actions (968 KB PDF),/monetarypolicy/files/fomcropa19740319.pdf
4/15/1974,4/16/1974,0,1,Record of Policy Actions (567 KB PDF),/monetarypolicy/files/fomcropa19740416.pdf
5/21/1974,5/21/1974,0,1,Record of Policy Actions (526 KB PDF),/monetarypolicy/files/fomcropa19740521.pdf
6/18/1974,6/18/1974,0,1,Record of Policy Actions (625 KB PDF),/monetarypolicy/files/fomcropa19740618.pdf
7/5/1974,7/5/1974,0,0,"Record of Policy Actions: see July 16, 1974 Record",NA
7/16/1974,7/16/1974,0,1,Record of Policy Actions (737 KB PDF),/monetarypolicy/files/fomcropa19740716.pdf
8/20/1974,8/20/1974,0,1,Record of Policy Actions (480 KB PDF),/monetarypolicy/files/fomcropa19740820.pdf
9/10/1974,9/10/1974,0,1,Record of Policy Actions (519 KB PDF),/monetarypolicy/files/fomcropa19740910.pdf
10/14/1974,10/15/1974,0,1,Record of Policy Actions (579 KB PDF),/monetarypolicy/files/fomcropa19741015.pdf
11/19/1974,11/19/1974,0,1,Record of Policy Actions (512 KB PDF),/monetarypolicy/files/fomcropa19741119.pdf
12/16/1974,12/17/1974,0,1,Record of Policy Actions (385 KB PDF),/monetarypolicy/files/fomcropa19741217.pdf
1/20/1975,1/21/1975,0,1,Record of Policy Actions (634 KB PDF),/monetarypolicy/files/fomcropa19750121.pdf
2/19/1975,2/19/1975,0,1,Record of Policy Actions (511 KB PDF),/monetarypolicy/files/fomcropa19750219.pdf
3/18/1975,3/18/1975,0,1,Record of Policy Actions (463 KB PDF),/monetarypolicy/files/fomcropa19750318.pdf
4/14/1975,4/15/1975,0,1,Record of Policy Actions (505 KB PDF),/monetarypolicy/files/fomcropa19750415.pdf
5/20/1975,5/20/1975,0,1,Record of Policy Actions (489 KB PDF),/monetarypolicy/files/fomcropa19750520.pdf
6/16/1975,6/17/1975,0,1,Record of Policy Actions (587 KB PDF),/monetarypolicy/files/fomcropa19750617.pdf
7/15/1975,7/15/1975,0,1,Record of Policy Actions (465 KB PDF),/monetarypolicy/files/fomcropa19750715.pdf
8/19/1975,8/19/1975,0,1,Record of Policy Actions (566 KB PDF),/monetarypolicy/files/fomcropa19750819.pdf
9/16/1975,9/16/1975,0,1,Record of Policy Actions (526 KB PDF),/monetarypolicy/files/fomcropa19750916.pdf
10/21/1975,10/21/1975,0,1,Record of Policy Actions (490 KB PDF),/monetarypolicy/files/fomcropa19751021.pdf
11/18/1975,11/18/1975,0,1,Record of Policy Actions (477 KB PDF),/monetarypolicy/files/fomcropa19751118.pdf
12/16/1975,12/16/1975,0,1,Record of Policy Actions (472 KB PDF),/monetarypolicy/files/fomcropa19751216.pdf
1/20/1976,1/20/1976,0,1,Record of Policy Actions (460 KB PDF),/monetarypolicy/files/fomcropa19760120.pdf
2/17/1976,2/18/1976,0,1,Record of Policy Actions (439 KB PDF),/monetarypolicy/files/fomcropa19760218.pdf
3/15/1976,3/16/1976,0,1,Record of Policy Actions (429 KB PDF),/monetarypolicy/files/fomcropa19760316.pdf
3/29/1976,3/29/1976,0,1,"Record of Policy Actions: see April 20, 1976 Record",NA
4/20/1976,4/20/1976,0,1,Record of Policy Actions (579 KB PDF),/monetarypolicy/files/fomcropa19760420.pdf
5/18/1976,5/18/1976,0,1,Record of Policy Actions (731 KB PDF),/monetarypolicy/files/fomcropa19760518.pdf
6/22/1976,6/22/1976,0,1,Record of Policy Actions (686 KB PDF),/monetarypolicy/files/fomcropa19760622.pdf
7/19/1976,7/20/1976,0,1,Record of Policy Actions (856 KB PDF),/monetarypolicy/files/fomcropa19760720.pdf
8/17/1976,8/17/1976,0,1,Record of Policy Actions (777 KB PDF),/monetarypolicy/files/fomcropa19760817.pdf
9/21/1976,9/21/1976,0,1,Record of Policy Actions (799 KB PDF),/monetarypolicy/files/fomcropa19760921.pdf
10/19/1976,10/19/1976,0,1,Record of Policy Actions (1.09 MB PDF),/monetarypolicy/files/fomcropa19761019.pdf
11/8/1976,11/8/1976,0,0,"Record of Policy Actions: see November 16, 1976 Record",NA
11/16/1976,11/16/1976,0,1,Record of Policy Actions (851 KB PDF),/monetarypolicy/files/fomcropa19761116.pdf
12/20/1976,12/21/1976,0,1,Record of Policy Actions (1.24 MB PDF),/monetarypolicy/files/fomcropa19761221.pdf
1/17/1977,1/18/1977,0,1,Record of Policy Actions (1.06 MB PDF),/monetarypolicy/files/fomcropa19770118.pdf
2/15/1977,2/15/1977,0,1,Record of Policy Actions (1.02 MB PDF),/monetarypolicy/files/fomcropa19770215.pdf
3/15/1977,3/15/1977,0,1,Record of Policy Actions (970 KB PDF),/monetarypolicy/files/fomcropa19770315.pdf
4/19/1977,4/19/1977,0,1,Record of Policy Actions (1.02 MB PDF),/monetarypolicy/files/fomcropa19770419.pdf
5/17/1977,5/17/1977,0,1,Record of Policy Actions (783 KB PDF),/monetarypolicy/files/fomcropa19770517.pdf
5/27/1977,5/27/1977,0,0,Transcript (268 KB PDF),/monetarypolicy/files/FOMC19770527confcall.pdf
6/21/1977,6/21/1977,0,1,Record of Policy Actions (739 KB PDF),/monetarypolicy/files/fomcropa19770621.pdf
7/19/1977,7/19/1977,0,1,Record of Policy Actions (942 KB PDF),/monetarypolicy/files/fomcropa19770719.pdf
8/16/1977,8/16/1977,0,1,Record of Policy Actions (732 KB PDF),/monetarypolicy/files/fomcropa19770816.pdf
9/20/1977,9/20/1977,0,1,Record of Policy Actions (867 KB PDF),/monetarypolicy/files/fomcropa19770920.pdf
10/17/1977,10/18/1977,0,1,Record of Policy Actions (1.12 MB PDF),/monetarypolicy/files/fomcropa19771018.pdf
11/15/1977,11/15/1977,0,1,Record of Policy Actions (758 KB PDF),/monetarypolicy/files/fomcropa19771115.pdf
12/19/1977,12/20/1977,0,1,Record of Policy Actions (896 KB PDF),/monetarypolicy/files/fomcropa19771220.pdf
1/5/1978,1/5/1978,0,0,Transcript (40 KB PDF),/monetarypolicy/files/FOMC19780105confcall.pdf
1/17/1978,1/17/1978,0,1,Record of Policy Actions (1.11 MB PDF),/monetarypolicy/files/fomcropa19780117.pdf
2/28/1978,2/28/1978,0,1,Record of Policy Actions (1.17 MB PDF),/monetarypolicy/files/fomcropa19780228.pdf
3/10/1978,3/10/1978,0,0,"Record of Policy Actions: see February 28, 1978 Record",NA
3/21/1978,3/21/1978,0,1,Record of Policy Actions (919 KB PDF),/monetarypolicy/files/fomcropa19780321.pdf
4/18/1978,4/18/1978,0,1,Record of Policy Actions (961 KB PDF),/monetarypolicy/files/fomcropa19780418.pdf
5/5/1978,5/5/1978,0,0,"Record of Policy Actions: see April 18, 1978 Record",NA
5/16/1978,5/16/1978,0,1,Record of Policy Actions (690 KB PDF),/monetarypolicy/files/fomcropa19780516.pdf
6/20/1978,6/20/1978,0,1,Record of Policy Actions (848 KB PDF),/monetarypolicy/files/fomcropa19780620.pdf
7/18/1978,7/18/1978,0,1,Record of Policy Actions (726 KB PDF),/monetarypolicy/files/fomcropa19780718.pdf
8/15/1978,8/15/1978,0,1,Record of Policy Actions (575 KB PDF),/monetarypolicy/files/fomcropa19780815.pdf
9/8/1978,9/8/1978,0,0,"Record of Policy Actions: see August 15, 1978 Record",NA
9/19/1978,9/19/1978,0,1,Record of Policy Actions (628 KB PDF),/monetarypolicy/files/fomcropa19780919.pdf
10/17/1978,10/17/1978,0,1,Record of Policy Actions (840 KB PDF),/monetarypolicy/files/fomcropa19781017.pdf
11/21/1978,11/21/1978,0,1,Record of Policy Actions (641 KB PDF),/monetarypolicy/files/fomcropa19781121.pdf
12/19/1978,12/19/1978,0,1,Record of Policy Actions (710 KB PDF),/monetarypolicy/files/fomcropa19781219.pdf
1/12/1979,1/12/1979,0,0,"Record of Policy Actions: see February 6, 1979 Record",NA
2/6/1979,2/6/1979,0,1,Record of Policy Actions (625 KB PDF),/monetarypolicy/files/fomcropa19790206.pdf
3/2/1979,3/2/1979,0,0,"Record of Policy Actions: see February 6, 1979 Record",NA
3/20/1979,3/20/1979,0,1,Record of Policy Actions (738 KB PDF),/monetarypolicy/files/fomcropa19790320.pdf
4/17/1979,4/17/1979,0,1,Record of Policy Actions (548 KB PDF),/monetarypolicy/files/fomcropa19790417.pdf
4/27/1979,4/27/1979,0,0,Transcript (535 KB PDF),/monetarypolicy/files/FOMC19790427confcall.pdf
5/22/1979,5/22/1979,0,1,Record of Policy Actions (529 KB PDF),/monetarypolicy/files/fomcropa19790522.pdf
6/27/1979,6/27/1979,0,0,Transcript (448 KB PDF),/monetarypolicy/files/FOMC19790627confcall.pdf
7/11/1979,7/11/1979,0,1,Record of Policy Actions (737 KB PDF),/monetarypolicy/files/fomcropa19790711.pdf
7/17/1979,7/17/1979,0,0,Transcript (752 KB PDF),/monetarypolicy/files/FOMC19790717confcall.pdf
7/19/1979,7/19/1979,0,0,Transcript (759 KB PDF),/monetarypolicy/files/FOMC19790719confcall.pdf
8/14/1979,8/14/1979,0,1,Record of Policy Actions (700 KB PDF),/monetarypolicy/files/fomcropa19790814.pdf
9/18/1979,9/18/1979,0,1,Record of Policy Actions (608 KB PDF),/monetarypolicy/files/fomcropa19790918.pdf
10/5/1979,10/5/1979,0,0,Transcript (370 KB PDF)Presentation materials (417 KB PDF),/monetarypolicy/files/FOMC19791005confcall.pdf
10/6/1979,10/6/1979,0,1,Record of Policy Actions (426 KB PDF),/monetarypolicy/files/fomcropa19791006.pdf
10/22/1979,10/22/1979,0,0,Transcript (661 KB PDF),/monetarypolicy/files/FOMC19791022confcall.pdf
11/20/1979,11/20/1979,0,1,Record of Policy Actions (573 KB PDF),/monetarypolicy/files/fomcropa19791120.pdf
1/8/1980,1/9/1980,0,1,Record of Policy Actions (471 KB PDF),/monetarypolicy/files/fomcropa19800109.pdf
2/4/1980,2/5/1980,0,1,Record of Policy Actions (646 KB PDF),/monetarypolicy/files/fomcropa19800205.pdf
2/22/1980,2/22/1980,0,0,"Record of Policy Actions: see March 18, 1980 Record",NA
3/7/1980,3/7/1980,0,0,"Record of Policy Actions: see February 4-5, 1980 Record",NA
3/18/1980,3/18/1980,0,1,Record of Policy Actions (718 KB PDF),/monetarypolicy/files/fomcropa19800318.pdf
4/22/1980,4/22/1980,0,1,Record of Policy Actions (507 KB PDF),/monetarypolicy/files/fomcropa19800422.pdf
4/29/1980,4/29/1980,0,0,Transcript (723 KB PDF),/monetarypolicy/files/FOMC19800429confcall.pdf
5/6/1980,5/6/1980,0,0,"Record of Policy Actions: see April 22, 1980 Record",NA
5/20/1980,5/20/1980,0,1,Record of Policy Actions (507 KB PDF),/monetarypolicy/files/fomcropa19800520.pdf
6/5/1980,6/5/1980,0,0,Transcript (715 KB PDF),/monetarypolicy/files/FOMC19800605confcall.pdf
7/9/1980,7/9/1980,0,1,Record of Policy Actions (684 KB PDF),/monetarypolicy/files/fomcropa19800709.pdf
7/25/1980,7/25/1980,0,0,Transcript (489 KB PDF),/monetarypolicy/files/FOMC19800725confcall.pdf
8/12/1980,8/12/1980,0,1,Record of Policy Actions (481 KB PDF),/monetarypolicy/files/fomcropa19800812.pdf
8/22/1980,8/22/1980,0,0,Transcript (635 KB PDF),/monetarypolicy/files/FOMC19800822confcall.pdf
9/16/1980,9/16/1980,0,1,Record of Policy Actions (446 KB PDF),/monetarypolicy/files/fomcropa19800916.pdf
10/21/1980,10/21/1980,0,1,Record of Policy Actions (531 KB PDF),/monetarypolicy/files/fomcropa19801021.pdf
11/18/1980,11/18/1980,0,1,Record of Policy Actions (648 KB PDF),/monetarypolicy/files/fomcropa19801118.pdf
11/26/1980,11/26/1980,0,0,"Record of Policy Actions: see November 18, 1980 Record",NA
12/5/1980,12/5/1980,0,0,"Record of Policy Actions: see November 18, 1980 Record",NA
12/12/1980,12/12/1980,0,0,"Record of Policy Actions: see November 18, 1980 Record",NA
12/18/1980,12/19/1980,0,1,Record of Policy Actions (569 KB PDF),/monetarypolicy/files/fomcropa19801219.pdf
2/2/1981,2/3/1981,0,1,Record of Policy Actions (711 KB PDF),/monetarypolicy/files/fomcropa19810203.pdf
2/24/1981,2/24/1981,0,0,"Record of Policy Actions: see February 2-3, 1981 Record",NA
3/31/1981,3/31/1981,0,1,Record of Policy Actions (767 KB PDF),/monetarypolicy/files/fomcropa19810331.pdf
4/28/1981,4/28/1981,0,0,Transcript (1.2 MB PDF),/monetarypolicy/files/FOMC19810428confcall.pdf
5/6/1981,5/6/1981,0,0,"Record of Policy Actions: see March 31, 1981 Record",NA
5/18/1981,5/18/1981,0,1,Record of Policy Actions (458 KB PDF),/monetarypolicy/files/fomcropa19810518.pdf
6/17/1981,6/17/1981,0,0,Transcript (424 KB PDF),/monetarypolicy/files/FOMC19810617confcall.pdf
7/6/1981,7/7/1981,0,1,Record of Policy Actions (652 KB PDF),/monetarypolicy/files/fomcropa19810707.pdf
7/17/1981,7/17/1981,0,0,Transcript (459 KB PDF),/monetarypolicy/files/FOMC19810717confcall.pdf
8/7/1981,8/7/1981,0,0,Minutes of Actions (37 KB PDF),/monetarypolicy/files/fomcmoa19810807.pdf
8/18/1981,8/18/1981,0,1,Record of Policy Actions (522 KB PDF),/monetarypolicy/files/fomcropa19810818.pdf
10/5/1981,10/6/1981,0,1,Record of Policy Actions (540 KB PDF),/monetarypolicy/files/fomcropa19811006.pdf
11/17/1981,11/17/1981,0,1,Record of Policy Actions (467 KB PDF),/monetarypolicy/files/fomcropa19811117.pdf
12/21/1981,12/22/1981,0,1,Record of Policy Actions (524 KB PDF),/monetarypolicy/files/fomcropa19811222.pdf
2/1/1982,2/2/1982,0,1,Record of Policy Actions (573 KB PDF),/monetarypolicy/files/fomcropa19820202.pdf
3/29/1982,3/30/1982,0,1,Record of Policy Actions (624 KB PDF),/monetarypolicy/files/fomcropa19820330.pdf
5/18/1982,5/18/1982,0,1,Record of Policy Actions (452 KB PDF),/monetarypolicy/files/fomcropa19820518.pdf
5/20/1982,5/20/1982,0,0,Transcript (61 KB PDF),/monetarypolicy/files/FOMC19820520confcall.pdf
6/30/1982,7/1/1982,0,1,Record of Policy Actions (792 KB PDF),/monetarypolicy/files/fomcropa19820701.pdf
7/15/1982,7/15/1982,0,0,"Record of Policy Actions: see June 30 - July 1, 1982 Record",NA
8/24/1982,8/24/1982,0,1,Record of Policy Actions (561 KB PDF),/monetarypolicy/files/fomcropa19820824.pdf
9/24/1982,9/24/1982,0,0,Transcript (457 KB PDF),/monetarypolicy/files/FOMC19820924confcall.pdf
10/5/1982,10/5/1982,0,1,Record of Policy Actions (572 KB PDF),/monetarypolicy/files/fomcropa19821005.pdf
11/16/1982,11/16/1982,0,1,Record of Policy Actions (541 KB PDF),/monetarypolicy/files/fomcropa19821116.pdf
12/20/1982,12/21/1982,0,1,Record of Policy Actions (639 KB PDF),/monetarypolicy/files/fomcropa19821221.pdf
1/14/1983,1/14/1983,0,0,Transcript (726 KB PDF),/monetarypolicy/files/FOMC19830114confcall.pdf
1/21/1983,1/21/1983,0,0,Transcript (145 KB PDF),/monetarypolicy/files/FOMC19830121confcall.pdf
1/28/1983,1/28/1983,0,0,"Record of Policy Actions: see December 21, 1982 Record",NA
2/8/1983,2/9/1983,0,1,Record of Policy Actions (856 KB PDF),/monetarypolicy/files/fomcropa19830209.pdf
3/28/1983,3/29/1983,0,1,Record of Policy Actions (829 KB PDF),/monetarypolicy/files/fomcropa19830329.pdf
4/29/1983,4/29/1983,0,0,Transcript (321 KB PDF),/monetarypolicy/files/FOMC19830429confcall.pdf
5/24/1983,5/24/1983,0,1,Record of Policy Actions (671 KB PDF),/monetarypolicy/files/fomcropa19830524.pdf
6/23/1983,6/23/1983,0,0,Transcript (303 KB PDF)Presentation materials (113 KB PDF),/monetarypolicy/files/FOMC19830623confcall.pdf
7/12/1983,7/13/1983,0,1,Record of Policy Actions (871 KB PDF),/monetarypolicy/files/fomcropa19830713.pdf
8/23/1983,8/23/1983,0,1,Record of Policy Actions (551 KB PDF),/monetarypolicy/files/fomcropa19830823.pdf
9/8/1983,9/8/1983,0,0,Transcript (83 KB PDF),/monetarypolicy/files/FOMC19830908confcall.pdf
10/4/1983,10/4/1983,0,1,Record of Policy Actions (572 KB PDF),/monetarypolicy/files/fomcropa19831004.pdf
11/14/1983,11/15/1983,0,1,Record of Policy Actions (614 KB PDF),/monetarypolicy/files/fomcropa19831115.pdf
12/19/1983,12/20/1983,0,1,Record of Policy Actions (762 KB PDF),/monetarypolicy/files/fomcropa19831220.pdf
1/30/1984,1/31/1984,0,1,Record of Policy Actions (778 KB PDF),/monetarypolicy/files/fomcropa19840131.pdf
3/20/1984,3/20/1984,0,0,"Record of Policy Actions: see January 31, 1984 Record",NA
3/26/1984,3/27/1984,0,1,Record of Policy Actions (665 KB PDF),/monetarypolicy/files/fomcropa19840327.pdf
5/21/1984,5/22/1984,0,1,Record of Policy Actions (541 KB PDF),/monetarypolicy/files/fomcropa19840522.pdf
7/16/1984,7/17/1984,0,1,Record of Policy Actions (816 KB PDF),/monetarypolicy/files/fomcropa19840717.pdf
8/21/1984,8/21/1984,0,1,Record of Policy Actions (584 KB PDF),/monetarypolicy/files/fomcropa19840821.pdf
10/2/1984,10/2/1984,0,1,Record of Policy Actions (548 KB PDF),/monetarypolicy/files/fomcropa19841002.pdf
11/7/1984,11/7/1984,0,1,Record of Policy Actions (737 KB PDF),/monetarypolicy/files/fomcropa19841107.pdf
12/17/1984,12/18/1984,0,1,Record of Policy Actions (696 KB PDF),/monetarypolicy/files/fomcropa19841218.pdf
1/18/1985,1/18/1985,0,0,Transcript (348 KB PDF),/monetarypolicy/files/FOMC19850118confcall.pdf
2/12/1985,2/13/1985,0,1,Record of Policy Actions (877 KB PDF),/monetarypolicy/files/fomcropa19850213.pdf
3/26/1985,3/26/1985,0,1,Record of Policy Actions (695 KB PDF),/monetarypolicy/files/fomcropa19850326.pdf
5/21/1985,5/21/1985,0,1,Record of Policy Actions (606 KB PDF),/monetarypolicy/files/fomcropa19850521.pdf
7/9/1985,7/10/1985,0,1,Record of Policy Actions (944 KB PDF),/monetarypolicy/files/fomcropa19850710.pdf
8/20/1985,8/20/1985,0,1,Record of Policy Actions (711 KB PDF),/monetarypolicy/files/fomcropa19850820.pdf
9/23/1985,9/23/1985,0,0,"Record of Policy Actions: see August 20, 1985 Record",NA
10/1/1985,10/1/1985,0,1,Record of Policy Actions (621 KB PDF),/monetarypolicy/files/fomcropa19851001.pdf
11/4/1985,11/5/1985,0,1,Record of Policy Actions (643 KB PDF),/monetarypolicy/files/fomcropa19851105.pdf
12/16/1985,12/17/1985,0,1,Record of Policy Actions (698 KB PDF),/monetarypolicy/files/fomcropa19851217.pdf
2/11/1986,2/12/1986,0,1,Record of Policy Actions (922 KB PDF),/monetarypolicy/files/fomcropa19860212.pdf
4/1/1986,4/1/1986,0,1,Record of Policy Actions (683 KB PDF),/monetarypolicy/files/fomcropa19860401.pdf
4/21/1986,4/21/1986,0,0,"Record of Policy Actions: see April 1, 1986 Record",NA
5/20/1986,5/20/1986,0,1,Record of Policy Actions (794 KB PDF),/monetarypolicy/files/fomcropa19860520.pdf
7/8/1986,7/9/1986,0,1,Record of Policy Actions (980 KB PDF),/monetarypolicy/files/fomcropa19860709.pdf
8/19/1986,8/19/1986,0,1,Record of Policy Actions (722 KB PDF),/monetarypolicy/files/fomcropa19860819.pdf
9/23/1986,9/23/1986,0,1,Record of Policy Actions (729 KB PDF),/monetarypolicy/files/fomcropa19860923.pdf
11/5/1986,11/5/1986,0,1,Record of Policy Actions (644 KB PDF),/monetarypolicy/files/fomcropa19861105.pdf
12/15/1986,12/16/1986,0,1,Record of Policy Actions (653 KB PDF),/monetarypolicy/files/fomcropa19861216.pdf
2/10/1987,2/11/1987,0,1,Record of Policy Actions (1.03 MB PDF),/monetarypolicy/files/fomcropa19870211.pdf
2/23/1987,2/23/1987,0,0,"Record of Policy Actions: see February 11, 1987 Record",NA
3/31/1987,3/31/1987,0,1,Record of Policy Actions (673 KB PDF),/monetarypolicy/files/fomcropa19870331.pdf
4/29/1987,4/29/1987,0,0,Transcript (427 KB PDF),/monetarypolicy/files/FOMC19870429confcall.pdf
5/19/1987,5/19/1987,0,1,Record of Policy Actions (682 KB PDF),/monetarypolicy/files/fomcropa19870519.pdf
7/7/1987,7/7/1987,0,1,Record of Policy Actions (1.02 MB PDF),/monetarypolicy/files/fomcropa19870707.pdf
8/18/1987,8/18/1987,0,1,Record of Policy Actions (812 KB PDF),/monetarypolicy/files/fomcropa19870818.pdf
9/22/1987,9/22/1987,0,1,Record of Policy Actions (740 KB PDF),/monetarypolicy/files/fomcropa19870922.pdf
10/19/1987,10/19/1987,0,0,"Record of Policy Actions: see September 22, 1987 Record",NA
10/20/1987,10/20/1987,0,0,"Record of Policy Actions: see September 22, 1987 Record",NA
10/21/1987,10/21/1987,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
10/22/1987,10/22/1987,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
10/23/1987,10/23/1987,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
10/26/1987,10/26/1987,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
10/27/1987,10/27/1987,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
10/28/1987,10/28/1987,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
10/29/1987,10/29/1987,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
10/30/1987,10/30/1987,NA,0,"Record of Policy Actions: see September 22, 1987 Record",NA
11/3/1987,11/3/1987,0,1,Record of Policy Actions (902 KB PDF),/monetarypolicy/files/fomcropa19871103.pdf
12/15/1987,12/16/1987,0,1,Record of Policy Actions (1.02 MB PDF),/monetarypolicy/files/fomcropa19871216.pdf
1/5/1988,1/5/1988,0,0,"Record of Policy Actions: see December 15-16, 1987 Record",NA
2/9/1988,2/10/1988,0,1,Record of Policy Actions (964 KB PDF),/monetarypolicy/files/fomcropa19880210.pdf
3/29/1988,3/29/1988,0,1,Record of Policy Actions (735 KB PDF),/monetarypolicy/files/fomcropa19880329.pdf
5/17/1988,5/17/1988,0,1,Record of Policy Actions (690 KB PDF),/monetarypolicy/files/fomcropa19880517.pdf
6/29/1988,6/30/1988,0,1,Record of Policy Actions (1.01 MB PDF),/monetarypolicy/files/fomcropa19880630.pdf
7/19/1988,7/19/1988,0,0,Transcript (495 KB PDF)Presentation materials (82 KB PDF),/monetarypolicy/files/FOMC19880719confcall.pdf
8/16/1988,8/16/1988,0,1,Record of Policy Actions (686 KB PDF),/monetarypolicy/files/fomcropa19880816.pdf
9/20/1988,9/20/1988,0,1,Record of Policy Actions (523 KB PDF),/monetarypolicy/files/fomcropa19880920.pdf
10/17/1988,10/17/1988,0,0,Transcript (623 KB PDF)Presentation materials (132 KB PDF),/monetarypolicy/files/FOMC19881017confcall.pdf
11/1/1988,11/1/1988,0,1,Record of Policy Actions (676 KB PDF),/monetarypolicy/files/fomcropa19881101.pdf
11/22/1988,11/22/1988,0,0,Transcript (282 KB PDF),/monetarypolicy/files/FOMC19881122confcall.pdf
12/13/1988,12/14/1988,0,1,Record of Policy Actions (715 KB PDF),/monetarypolicy/files/fomcropa19881214.pdf
2/7/1989,2/8/1989,0,1,Record of Policy Actions (912 KB PDF),/monetarypolicy/files/fomcropa19890208.pdf
3/28/1989,3/28/1989,0,1,Record of Policy Actions (676 KB PDF),/monetarypolicy/files/fomcropa19890328.pdf
5/16/1989,5/16/1989,0,1,Record of Policy Actions (714 KB PDF),/monetarypolicy/files/fomcropa19890516.pdf
5/31/1989,5/31/1989,0,0,Transcript (218 KB PDF),/monetarypolicy/files/FOMC19890531confcall.pdf
6/5/1989,6/5/1989,0,0,Transcript (321 KB PDF),/monetarypolicy/files/FOMC19890605confcall.pdf
7/5/1989,7/6/1989,0,1,Record of Policy Actions (966 KB PDF),/monetarypolicy/files/fomcropa19890706.pdf
7/26/1989,7/26/1989,0,0,Transcript (117 KB PDF),/monetarypolicy/files/FOMC19890726confcall.pdf
8/22/1989,8/22/1989,0,1,Record of Policy Actions (766 KB PDF),/monetarypolicy/files/fomcropa19890822.pdf
10/3/1989,10/3/1989,0,1,Record of Policy Actions (703 KB PDF),/monetarypolicy/files/fomcropa19891003.pdf
10/16/1989,10/16/1989,0,0,Transcript (467 KB PDF),/monetarypolicy/files/FOMC19891016confcall.pdf
10/17/1989,10/17/1989,0,0,Transcript (372 KB PDF),/monetarypolicy/files/FOMC19891017confcall.pdf
10/18/1989,10/18/1989,0,0,Transcript (333 KB PDF),/monetarypolicy/files/FOMC19891018confcall.pdf
11/14/1989,11/14/1989,0,1,Record of Policy Actions (659 KB PDF),/monetarypolicy/files/fomcropa19891114.pdf
12/18/1989,12/19/1989,0,1,Record of Policy Actions (759 KB PDF),/monetarypolicy/files/fomcropa19891219.pdf
2/6/1990,2/7/1990,0,1,Record of Policy Actions (1.06 MB PDF),/monetarypolicy/files/fomcropa19900207.pdf
3/27/1990,3/27/1990,0,1,Record of Policy Actions (903 KB PDF),/monetarypolicy/files/fomcropa19900327.pdf
4/11/1990,4/11/1990,0,0,Transcript (434 KB PDF),/monetarypolicy/files/FOMC19900411confcall.pdf
5/15/1990,5/15/1990,0,1,Record of Policy Actions (694 KB PDF),/monetarypolicy/files/fomcropa19900515.pdf
7/2/1990,7/3/1990,0,1,Record of Policy Actions (1.02 MB PDF),/monetarypolicy/files/fomcropa19900703.pdf
8/21/1990,8/21/1990,0,1,Record of Policy Actions (773 KB PDF),/monetarypolicy/files/fomcropa19900821.pdf
9/7/1990,9/7/1990,0,0,Transcript (390 KB PDF),/monetarypolicy/files/FOMC19900907confcall.pdf
